Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulation of Monocyte Chemotaxis (GO:0090025)	1/28	0.24968402587400798	0.3855585887914914	0	0	3.6068235723408137	5.004680714855542	PLA2G7
Amino Acid Import Across Plasma Membrane (GO:0089718)	1/28	0.24968402587400798	0.3855585887914914	0	0	3.6068235723408137	5.004680714855542	SLC22A4
Negative Regulation of Type II Interferon Production (GO:0032689)	1/28	0.24968402587400798	0.3855585887914914	0	0	3.6068235723408137	5.004680714855542	LILRB1
Regulation of Tyrosine Phosphorylation of STAT Protein (GO:0042509)	1/28	0.24968402587400798	0.3855585887914914	0	0	3.6068235723408137	5.004680714855542	FGFR3
Positive Regulation of ATP Metabolic Process (GO:1903580)	1/28	0.24968402587400798	0.3855585887914914	0	0	3.6068235723408137	5.004680714855542	TREM2
Establishment of Endothelial Barrier (GO:0061028)	1/28	0.24968402587400798	0.3855585887914914	0	0	3.6068235723408137	5.004680714855542	PPP1R16B
Toll-Like Receptor 4 Signaling Pathway (GO:0034142)	1/28	0.24968402587400798	0.3855585887914914	0	0	3.6068235723408137	5.004680714855542	LY96
Glial Cell Differentiation (GO:0010001)	1/28	0.24968402587400798	0.3855585887914914	0	0	3.6068235723408137	5.004680714855542	PTPRZ1
Positive Regulation of Response to Endoplasmic Reticulum Stress (GO:1905898)	1/28	0.24968402587400798	0.3855585887914914	0	0	3.6068235723408137	5.004680714855542	FCGR2B
Inner Ear Morphogenesis (GO:0042472)	1/28	0.24968402587400798	0.3855585887914914	0	0	3.6068235723408137	5.004680714855542	SPARC
Membrane Fusion (GO:0061025)	1/28	0.24968402587400798	0.3855585887914914	0	0	3.6068235723408137	5.004680714855542	NAPSA
Mucosal Immune Response (GO:0002385)	1/28	0.24968402587400798	0.3855585887914914	0	0	3.6068235723408137	5.004680714855542	LTF
Cell-Cell Adhesion via Plasma-Membrane Adhesion Molecules (GO:0098742)	3/171	0.25382724865143264	0.3915012615669019	0	0	1.743781094527363	2.390900642057661	ITGAM;CLDN8;CRTAM
Fc-gamma Receptor Signaling Pathway (GO:0038094)	1/29	0.25734796705909835	0.39463983863104224	0	0	3.477832512315271	4.72055302274505	FCGR2B
Camera-Type Eye Development (GO:0043010)	1/29	0.25734796705909835	0.39463983863104224	0	0	3.477832512315271	4.72055302274505	CYP1B1
Organelle Fusion (GO:0048284)	1/29	0.25734796705909835	0.39463983863104224	0	0	3.477832512315271	4.72055302274505	BCL2A1
Positive Regulation of Defense Response to Virus by Host (GO:0002230)	1/29	0.25734796705909835	0.39463983863104224	0	0	3.477832512315271	4.72055302274505	LILRB1
Positive Regulation of Protein Import Into Nucleus (GO:0042307)	1/29	0.25734796705909835	0.39463983863104224	0	0	3.477832512315271	4.72055302274505	CHP2
Muscle Contraction (GO:0006936)	2/97	0.2602982738390255	0.3952522844697379	0	0	2.0532569046378324	2.763534107995956	OXTR;RYR3
Regulation of Cell Population Proliferation (GO:0042127)	10/769	0.2606413222944685	0.3952522844697379	0	0	1.2928704345109545	1.7384065936594586	SERPINB3;PTGFR;FABP3;SFRP2;GPNMB;ADAMTS1;CHP2;CYP1B1;FGFR3;DLL1
Defense Response to Gram-positive Bacterium (GO:0050830)	2/98	0.26407895401970416	0.3952522844697379	0	0	2.0317656765676566	2.7053105301299336	RNASE6;LTF
Positive Regulation of Protein Modification Process (GO:0031401)	2/98	0.26407895401970416	0.3952522844697379	0	0	2.0317656765676566	2.7053105301299336	GPNMB;ITLN1
Negative Regulation of Cytokine Production Involved in Inflammatory Response (GO:1900016)	1/30	0.26493400629788744	0.3952522844697379	0	0	3.3577373874639034	4.459997006035752	TREM2
Fc Receptor Signaling Pathway (GO:0038093)	1/30	0.26493400629788744	0.3952522844697379	0	0	3.3577373874639034	4.459997006035752	FCGR2B
Negative Regulation of Mitotic Cell Cycle (GO:0045930)	1/30	0.26493400629788744	0.3952522844697379	0	0	3.3577373874639034	4.459997006035752	PTPN3
T Cell Activation Involved in Immune Response (GO:0002286)	1/30	0.26493400629788744	0.3952522844697379	0	0	3.3577373874639034	4.459997006035752	LILRB1
Cardiac Muscle Tissue Morphogenesis (GO:0055008)	1/30	0.26493400629788744	0.3952522844697379	0	0	3.3577373874639034	4.459997006035752	ISL1
Peptide Hormone Processing (GO:0016486)	1/30	0.26493400629788744	0.3952522844697379	0	0	3.3577373874639034	4.459997006035752	PLA2G7
Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895)	1/30	0.26493400629788744	0.3952522844697379	0	0	3.3577373874639034	4.459997006035752	LY96
Regulation of Vasoconstriction (GO:0019229)	1/30	0.26493400629788744	0.3952522844697379	0	0	3.3577373874639034	4.459997006035752	OXTR
Positive Regulation of B Cell Proliferation (GO:0030890)	1/30	0.26493400629788744	0.3952522844697379	0	0	3.3577373874639034	4.459997006035752	GPR183
Clathrin-Dependent Endocytosis (GO:0072583)	1/30	0.26493400629788744	0.3952522844697379	0	0	3.3577373874639034	4.459997006035752	DLL1
Positive Regulation of Calcium Ion Transport (GO:0051928)	1/30	0.26493400629788744	0.3952522844697379	0	0	3.3577373874639034	4.459997006035752	CCL2
Positive Regulation of Calcium-Mediated Signaling (GO:0050850)	1/30	0.26493400629788744	0.3952522844697379	0	0	3.3577373874639034	4.459997006035752	TREM2
Positive Regulation of Nitric Oxide Biosynthetic Process (GO:0045429)	1/30	0.26493400629788744	0.3952522844697379	0	0	3.3577373874639034	4.459997006035752	CD36
Heterotypic Cell-Cell Adhesion (GO:0034113)	1/30	0.26493400629788744	0.3952522844697379	0	0	3.3577373874639034	4.459997006035752	ITGA5
Prostaglandin Metabolic Process (GO:0006693)	1/30	0.26493400629788744	0.3952522844697379	0	0	3.3577373874639034	4.459997006035752	GSTA1
Pyroptotic Inflammatory Response (GO:0070269)	1/30	0.26493400629788744	0.3952522844697379	0	0	3.3577373874639034	4.459997006035752	TREM2
Negative Regulation of Notch Signaling Pathway (GO:0045746)	1/30	0.26493400629788744	0.3952522844697379	0	0	3.3577373874639034	4.459997006035752	DLL1
Negative Regulation of Antigen Receptor-Mediated Signaling Pathway (GO:0050858)	1/30	0.26493400629788744	0.3952522844697379	0	0	3.3577373874639034	4.459997006035752	FCGR2B
Regulation of Cell Morphogenesis (GO:0022604)	1/30	0.26493400629788744	0.3952522844697379	0	0	3.3577373874639034	4.459997006035752	SPARC
Negative Regulation of Cell-Matrix Adhesion (GO:0001953)	1/30	0.26493400629788744	0.3952522844697379	0	0	3.3577373874639034	4.459997006035752	MMP12
Supramolecular Fiber Organization (GO:0097435)	5/339	0.26518809146275335	0.3952522844697379	0	0	1.4640568110011134	1.9432659213204497	COL3A1;KRT15;CYP1B1;KRT5;CD36
Positive Regulation of Cold-Induced Thermogenesis (GO:0120162)	2/99	0.2678598418417319	0.39878684973746636	0	0	2.010717566602021	2.648700985407327	OXTR;CD36
Sensory Perception of Chemical Stimulus (GO:0007606)	2/100	0.2716405416203822	0.39890210927582304	0	0	1.99009900990099	2.5936475306384104	CD36;UGT2A1
Negative Regulation of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033144)	1/31	0.2724429315611231	0.39890210927582304	0	0	3.245648604269294	4.220401631400859	ISL1
Regulation of Immunoglobulin Production (GO:0002637)	1/31	0.2724429315611231	0.39890210927582304	0	0	3.245648604269294	4.220401631400859	FCGR2B
Regulation of Macrophage Activation (GO:0043030)	1/31	0.2724429315611231	0.39890210927582304	0	0	3.245648604269294	4.220401631400859	FCGR2B
Antigen Processing and Presentation of Exogenous Peptide Antigen (GO:0002478)	1/31	0.2724429315611231	0.39890210927582304	0	0	3.245648604269294	4.220401631400859	FCGR2B
Regulation of Protein Modification Process (GO:0031399)	1/31	0.2724429315611231	0.39890210927582304	0	0	3.245648604269294	4.220401631400859	ROPN1L
Positive Regulation of D-glucose Transmembrane Transport (GO:0010828)	1/31	0.2724429315611231	0.39890210927582304	0	0	3.245648604269294	4.220401631400859	ITLN1
Collagen Catabolic Process (GO:0030574)	1/31	0.2724429315611231	0.39890210927582304	0	0	3.245648604269294	4.220401631400859	MMP12
Transition Metal Ion Transport (GO:0000041)	1/31	0.2724429315611231	0.39890210927582304	0	0	3.245648604269294	4.220401631400859	LTF
Vacuolar Acidification (GO:0007035)	1/31	0.2724429315611231	0.39890210927582304	0	0	3.245648604269294	4.220401631400859	ATP6V0D2
Positive Regulation of Nitric Oxide Metabolic Process (GO:1904407)	1/31	0.2724429315611231	0.39890210927582304	0	0	3.245648604269294	4.220401631400859	CD36
Positive Regulation of Signaling (GO:0023056)	1/31	0.2724429315611231	0.39890210927582304	0	0	3.245648604269294	4.220401631400859	GPNMB
Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220)	1/31	0.2724429315611231	0.39890210927582304	0	0	3.245648604269294	4.220401631400859	FCN1
Intracellular pH Reduction (GO:0051452)	1/31	0.2724429315611231	0.39890210927582304	0	0	3.245648604269294	4.220401631400859	ATP6V0D2
Negative Regulation of MAP Kinase Activity (GO:0043407)	1/31	0.2724429315611231	0.39890210927582304	0	0	3.245648604269294	4.220401631400859	SERPINB3
Metal Ion Transport (GO:0030001)	3/180	0.27859222964441865	0.4062018519260419	0	0	1.6543553419343957	2.114276233033593	CCL8;SLC23A1;RYR3
Negative Regulation of Interleukin-6 Production (GO:0032715)	1/32	0.27987552297615087	0.4062018519260419	0	0	3.1407913554743367	3.999516173580666	GPNMB
Apoptotic Mitochondrial Changes (GO:0008637)	1/32	0.27987552297615087	0.4062018519260419	0	0	3.1407913554743367	3.999516173580666	BCL2A1
Regulation of Postsynapse Organization (GO:0099175)	1/32	0.27987552297615087	0.4062018519260419	0	0	3.1407913554743367	3.999516173580666	FCGR2B
Nuclear Receptor-Mediated Signaling Pathway (GO:0141193)	1/32	0.27987552297615087	0.4062018519260419	0	0	3.1407913554743367	3.999516173580666	PPARG
Chondrocyte Differentiation (GO:0002062)	1/32	0.27987552297615087	0.4062018519260419	0	0	3.1407913554743367	3.999516173580666	FGFR3
Endodermal Cell Differentiation (GO:0035987)	1/32	0.27987552297615087	0.4062018519260419	0	0	3.1407913554743367	3.999516173580666	ITGA5
Positive Regulation of Locomotion (GO:0040017)	1/32	0.27987552297615087	0.4062018519260419	0	0	3.1407913554743367	3.999516173580666	TREM2
Negative Regulation of Developmental Growth (GO:0048640)	1/33	0.28723255270676573	0.41237278918333503	0	0	3.042487684729064	3.7953911284934607	FGFR3
Positive Regulation of G1/S Transition of Mitotic Cell Cycle (GO:1900087)	1/33	0.28723255270676573	0.41237278918333503	0	0	3.042487684729064	3.7953911284934607	ADAMTS1
Positive Regulation of Notch Signaling Pathway (GO:0045747)	1/33	0.28723255270676573	0.41237278918333503	0	0	3.042487684729064	3.7953911284934607	DLL1
Cortical Cytoskeleton Organization (GO:0030865)	1/33	0.28723255270676573	0.41237278918333503	0	0	3.042487684729064	3.7953911284934607	KIF21A
Positive Regulation of Interleukin-12 Production (GO:0032735)	1/33	0.28723255270676573	0.41237278918333503	0	0	3.042487684729064	3.7953911284934607	ISL1
Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010)	1/33	0.28723255270676573	0.41237278918333503	0	0	3.042487684729064	3.7953911284934607	ISL1
intra-Golgi Vesicle-Mediated Transport (GO:0006891)	1/33	0.28723255270676573	0.41237278918333503	0	0	3.042487684729064	3.7953911284934607	NAPSA
Regulation of Activated T Cell Proliferation (GO:0046006)	1/33	0.28723255270676573	0.41237278918333503	0	0	3.042487684729064	3.7953911284934607	CRTAM
Negative Regulation of JNK Cascade (GO:0046329)	1/33	0.28723255270676573	0.41237278918333503	0	0	3.042487684729064	3.7953911284934607	SERPINB3
Regulation of calcineurin-NFAT Signaling Cascade (GO:0070884)	1/33	0.28723255270676573	0.41237278918333503	0	0	3.042487684729064	3.7953911284934607	CHP2
Negative Regulation of Cell Migration (GO:0030336)	3/184	0.2896770014026712	0.4154331078431397	0	0	1.6174651603859158	2.0040211614831067	COL3A1;SFRP2;CYP1B1
Regulation of Apoptotic Process (GO:0042981)	9/704	0.29217920234821654	0.41856955848805993	0	0	1.2684670724958496	1.5607066114771388	FANK1;TOX3;SFRP2;BCL2A1;CLEC5A;CYP1B1;LILRB1;PHLDA1;LTF
Regulation of Protein Polymerization (GO:0032271)	1/34	0.29451478513733365	0.4192021807742541	0	0	2.9501418122107776	3.6063302701440927	KIF21A
Response to Exogenous dsRNA (GO:0043330)	1/34	0.29451478513733365	0.4192021807742541	0	0	2.9501418122107776	3.6063302701440927	COLEC12
Triglyceride Homeostasis (GO:0070328)	1/34	0.29451478513733365	0.4192021807742541	0	0	2.9501418122107776	3.6063302701440927	LPL
Membrane Protein Proteolysis (GO:0033619)	1/34	0.29451478513733365	0.4192021807742541	0	0	2.9501418122107776	3.6063302701440927	NAPSA
Regulation of JUN Kinase Activity (GO:0043506)	1/34	0.29451478513733365	0.4192021807742541	0	0	2.9501418122107776	3.6063302701440927	SERPINB3
Negative Regulation of Blood Vessel Endothelial Cell Migration (GO:0043537)	1/34	0.29451478513733365	0.4192021807742541	0	0	2.9501418122107776	3.6063302701440927	PPARG
Regulation of Canonical NF-kappaB Signal Transduction (GO:0043122)	4/270	0.2971705185985147	0.4225293883285091	0	0	1.4684210526315788	1.7818543049382478	TSPAN6;TREM2;CD36;LTF
Axon Development (GO:0061564)	2/107	0.29806858580424994	0.42290072857697003	0	0	1.8567656765676568	2.247487969871468	SLITRK6;ISL1
Dephosphorylation (GO:0016311)	2/107	0.29806858580424994	0.42290072857697003	0	0	1.8567656765676568	2.247487969871468	PTPRZ1;PTPN3
Negative Regulation of Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0039532)	1/35	0.3017229770910228	0.4231131083177173	0	0	2.8632280498406257	3.4308514918973034	TSPAN6
Negative Regulation of Osteoblast Differentiation (GO:0045668)	1/35	0.3017229770910228	0.4231131083177173	0	0	2.8632280498406257	3.4308514918973034	PPARG
Regulation of p38MAPK Cascade (GO:1900744)	1/35	0.3017229770910228	0.4231131083177173	0	0	2.8632280498406257	3.4308514918973034	TREM2
Cellular Response to Hydrogen Peroxide (GO:0070301)	1/35	0.3017229770910228	0.4231131083177173	0	0	2.8632280498406257	3.4308514918973034	CYP1B1
Regulation of Vasculature Development (GO:1901342)	1/35	0.3017229770910228	0.4231131083177173	0	0	2.8632280498406257	3.4308514918973034	GPNMB
Dendrite Morphogenesis (GO:0048813)	1/35	0.3017229770910228	0.4231131083177173	0	0	2.8632280498406257	3.4308514918973034	PHACTR1
Toll-Like Receptor Signaling Pathway (GO:0002224)	1/35	0.3017229770910228	0.4231131083177173	0	0	2.8632280498406257	3.4308514918973034	LY96
Positive Regulation of Mononuclear Cell Migration (GO:0071677)	1/35	0.3017229770910228	0.4231131083177173	0	0	2.8632280498406257	3.4308514918973034	PLA2G7
Positive Regulation of Synapse Assembly (GO:0051965)	1/35	0.3017229770910228	0.4231131083177173	0	0	2.8632280498406257	3.4308514918973034	SLITRK6
Intracellular Receptor Signaling Pathway (GO:0030522)	1/35	0.3017229770910228	0.4231131083177173	0	0	2.8632280498406257	3.4308514918973034	PPARG
Regulation of T Cell Mediated Cytotoxicity (GO:0001914)	1/35	0.3017229770910228	0.4231131083177173	0	0	2.8632280498406257	3.4308514918973034	LILRB1
Negative Regulation of Epithelial to Mesenchymal Transition (GO:0010719)	1/36	0.3088578776207369	0.4303916699688758	0	0	2.78128078817734	3.26765462620049	SFRP2
Negative Regulation of Smooth Muscle Cell Proliferation (GO:0048662)	1/36	0.3088578776207369	0.4303916699688758	0	0	2.78128078817734	3.26765462620049	PPARG
Carboxylic Acid Metabolic Process (GO:0019752)	1/36	0.3088578776207369	0.4303916699688758	0	0	2.78128078817734	3.26765462620049	SLC23A1
Positive Regulation of RNA Splicing (GO:0033120)	1/36	0.3088578776207369	0.4303916699688758	0	0	2.78128078817734	3.26765462620049	RBM20
Endoderm Formation (GO:0001706)	1/36	0.3088578776207369	0.4303916699688758	0	0	2.78128078817734	3.26765462620049	ITGA5
Regulation of D-glucose Import (GO:0046324)	1/36	0.3088578776207369	0.4303916699688758	0	0	2.78128078817734	3.26765462620049	ITLN1
Positive Regulation of Cellular Component Organization (GO:0051130)	2/111	0.31311042051869964	0.4358602080176448	0	0	1.788264147515669	2.0765312004958316	TREM2;DLL1
Negative Regulation of Gene Expression (GO:0010629)	5/364	0.3144265281682486	0.4370229825012344	0	0	1.3603532985260565	1.5739353571175103	SFRP2;GPNMB;PPARG;NTS;FCGR2B
Negative Regulation of Endothelial Cell Migration (GO:0010596)	1/37	0.31592022831414535	0.4370229825012344	0	0	2.7038861521620143	3.115594835348194	PPARG
Regulation of mRNA Processing (GO:0050684)	1/37	0.31592022831414535	0.4370229825012344	0	0	2.7038861521620143	3.115594835348194	RBM20
Regulatory ncRNA-mediated Gene Silencing (GO:0031047)	1/37	0.31592022831414535	0.4370229825012344	0	0	2.7038861521620143	3.115594835348194	COLEC12
Melanosome Organization (GO:0032438)	1/37	0.31592022831414535	0.4370229825012344	0	0	2.7038861521620143	3.115594835348194	AP1S2
Regulation of Cellular Component Biogenesis (GO:0044087)	1/37	0.31592022831414535	0.4370229825012344	0	0	2.7038861521620143	3.115594835348194	CD36
Regulation of Primary Metabolic Process (GO:0080090)	2/113	0.3206065087065256	0.44027258069812264	0	0	1.7558647756667558	1.9973677116347557	RBM20;TREM2
Lipid Transport (GO:0006869)	2/113	0.3206065087065256	0.44027258069812264	0	0	1.7558647756667558	1.9973677116347557	FABP3;CD36
Regulation of Defense Response to Virus by Host (GO:0050691)	1/38	0.32291076325299056	0.44027258069812264	0	0	2.630675009985355	2.9736604939454767	LILRB1
Negative Regulation of Transport (GO:0051051)	1/38	0.32291076325299056	0.44027258069812264	0	0	2.630675009985355	2.9736604939454767	LILRB1
Neuron Projection Extension (GO:1990138)	1/38	0.32291076325299056	0.44027258069812264	0	0	2.630675009985355	2.9736604939454767	SPAG6
Regulation of Potassium Ion Transport (GO:0043266)	1/38	0.32291076325299056	0.44027258069812264	0	0	2.630675009985355	2.9736604939454767	TREM2
Regulation of Synapse Organization (GO:0050807)	1/38	0.32291076325299056	0.44027258069812264	0	0	2.630675009985355	2.9736604939454767	SPARC
Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705)	1/38	0.32291076325299056	0.44027258069812264	0	0	2.630675009985355	2.9736604939454767	PPARG
Positive Regulation of Bone Mineralization (GO:0030501)	1/38	0.32291076325299056	0.44027258069812264	0	0	2.630675009985355	2.9736604939454767	LTF
Glutathione Metabolic Process (GO:0006749)	1/38	0.32291076325299056	0.44027258069812264	0	0	2.630675009985355	2.9736604939454767	GSTA1
Heart Looping (GO:0001947)	1/38	0.32291076325299056	0.44027258069812264	0	0	2.630675009985355	2.9736604939454767	DLL1
Positive Regulation of Receptor Signaling Pathway via JAK-STAT (GO:0046427)	1/38	0.32291076325299056	0.44027258069812264	0	0	2.630675009985355	2.9736604939454767	CYP1B1
